cas,chemical_name,wave,original_status,phase4_status,merge_cluster_id,representative_cas,independent_evidence,section10_evidence,marginal_coverage,reason,confidence
7440-17-7,RUBIDIUM,wave2,REVIEW,MERGE_REDUNDANT,MC018_g40,7439-93-2,True,water,redundant_with_representative(matrix-level),"대표물질 7439-93-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((40,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-46-2,CESIUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC018_g40,7439-93-2,True,water,redundant_with_representative(matrix-level),"대표물질 7439-93-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((40,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-58-6,"HAFNIUM POWDER, DRY",wave2,DUPLICATE,MERGE_REDUNDANT,MC019_g41-68,7440-32-6,True,water,redundant_with_representative(matrix-level),"대표물질 7440-32-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-67-7,ZIRCONIUM POWDER WET,wave2,DUPLICATE,MERGE_REDUNDANT,MC019_g41-68,7440-32-6,True,water,redundant_with_representative(matrix-level),"대표물질 7440-32-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
15385-58-7,MERCUROUS BROMIDE,wave2,REVIEW,MERGE_REDUNDANT,MC020_g42-47,10112-91-1,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10112-91-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42, 47)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-47-1,MERCURIC BROMIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC020_g42-47,10112-91-1,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10112-91-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42, 47)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7439-96-5,MANGANESE,wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7439-98-7,MOLYBDENUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-06-4,PLATINUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-16-6,RHODIUM (METAL FUME),wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-22-4,SILVER,wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-31-5,TIN,wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-33-7,TUNGSTEN,wave2,DUPLICATE,MERGE_REDUNDANT,MC021_g42,7439-92-1,True,water,redundant_with_representative(matrix-level),"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10137-74-3,CALCIUM CHLORATE,wave2,REVIEW,MERGE_REDUNDANT,MC022_g50-61-68,7778-66-7,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 7778-66-7(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
11084-85-8,CHLORINATED TRISODIUM PHOSPHATE,wave2,REVIEW,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1304-29-6,BARIUM PEROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1305-79-9,CALCIUM PEROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1317-35-7,MANGANESE TETROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
13477-10-6,"BARIUM HYPOCHLORITE, WITH MORE THAN 22% AVAILABLE CHLORINE",wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
14307-35-8,LITHIUM CHROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
14452-57-4,MAGNESIUM PEROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7758-19-2,SODIUM CHLORITE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7758-97-6,LEAD CHROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-06-2,STRONTIUM CHROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC023_g50-61,14018-95-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
2782-57-2,"DICHLOROISOCYANURIC ACID, DRY",wave2,REVIEW,MERGE_REDUNDANT,MC024_g7-32-50,118-52-5,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 118-52-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((7, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7727-54-0,AMMONIUM PERSULFATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC025_g50-60,13446-10-1,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 13446-10-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-09-5,AMMONIUM DICHROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC025_g50-60,13446-10-1,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 13446-10-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7790-98-9,AMMONIUM PERCHLORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC025_g50-60,13446-10-1,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 13446-10-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7775-09-9,SODIUM CHLORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC026_g50-68,3811-04-9,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 3811-04-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7783-66-6,IODINE PENTAFLUORIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC027_g32-50,14977-61-8,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 14977-61-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7790-99-0,IODINE MONOCHLORIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC027_g32-50,14977-61-8,True,metal;water,redundant_with_representative(matrix-level),"대표물질 14977-61-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7791-21-1,CHLORINE MONOXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC027_g32-50,14977-61-8,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 14977-61-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
15699-18-0,NICKEL AMMONIUM SULFATE,wave2,REVIEW,MERGE_REDUNDANT,MC028_g51-60,7803-55-6,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 7803-55-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((51, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7787-41-9,BARIUM SELENATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC029_g51-61,13718-26-8,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((51, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
21651-19-4,TIN(II) OXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC030_g58,10049-05-5,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10049-05-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,wave2,REVIEW,MERGE_REDUNDANT,MC031_g58-60,10039-54-0,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10039-54-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7772-99-8,"STANNOUS CHLORIDE, SOLID",wave2,DUPLICATE,MERGE_REDUNDANT,MC031_g58-60,10039-54-0,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10039-54-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7803-65-8,AMMONIUM HYPOPHOSPHITE,wave2,DUPLICATE,MERGE_REDUNDANT,MC031_g58-60,10039-54-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10039-54-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
127-95-7,POTASSIUM HYDROGEN OXALATE,wave2,REVIEW,MERGE_REDUNDANT,MC032_g59-61,10026-17-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
516-03-0,FERROUS OXALATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC032_g59-61,10026-17-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
62-76-0,SODIUM OXALATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC032_g59-61,10026-17-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC032_g59-61,10026-17-2,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7681-11-0,POTASSIUM IODIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC032_g59-61,10026-17-2,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",wave2,REVIEW,MERGE_REDUNDANT,MC033_g29-60-68,1333-83-1,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 1333-83-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((29, 60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-29-9,POTASSIUM BIFLUORIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC033_g29-60-68,1333-83-1,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 1333-83-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((29, 60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",wave2,REVIEW,MERGE_REDUNDANT,MC034_g65-68,13774-25-9,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 13774-25-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7631-90-5,SODIUM BISULFITE,wave2,DUPLICATE,MERGE_REDUNDANT,MC034_g65-68,13774-25-9,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13774-25-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7773-03-7,POTASSIUM BISULFITE SOLUTION,wave2,DUPLICATE,MERGE_REDUNDANT,MC034_g65-68,13774-25-9,True,water,redundant_with_representative(matrix-level),"대표물질 13774-25-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
14708-14-6,NICKEL FLUOROBORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC035_g47-68,13814-96-5,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13814-96-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((47, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
38465-60-0,COPPER FLUOROBORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC035_g47-68,13814-96-5,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13814-96-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((47, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
151-50-8,POTASSIUM CYANIDE,wave2,REVIEW,MERGE_REDUNDANT,MC036_g19-24-68,143-33-9,True,metal;water,redundant_with_representative(matrix-level),"대표물질 143-33-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((19, 24, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
16961-83-4,FLUOROSILICIC ACID,wave2,DUPLICATE,MERGE_REDUNDANT,MC037_g3-29-68,16940-81-1,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 16940-81-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 29, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",wave2,DUPLICATE,MERGE_REDUNDANT,MC038_g53-68,110-22-5,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 110-22-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((53, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7783-18-8,AMMONIUM THIOSULFATE,wave2,REVIEW,MERGE_REDUNDANT,MC039_g60-65-68,10192-30-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 10192-30-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7788-97-8,"CHROMIC FLUORIDE, SOLID",wave2,DUPLICATE,MERGE_REDUNDANT,MC040_g61-68,7681-49-4,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 7681-49-4(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((61, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
78-18-2,1-HYDROXY-1&#39;-HYDROPEROXY DICYCLOHEXYL PEROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC041_g1-8-53-68,12262-58-7,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 12262-58-7(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((1, 8, 53, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
103-75-3,ETHOXYDIHYDROPYRAN,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1271-19-8,TITANOCENE DICHLORIDE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
10265-92-6,METHAMIDOPHOS,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
100-73-2,"ACROLEIN DIMER, STABILIZED",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
101-39-3,ALPHA-METHYLCINNAMALDEHYDE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
101-20-2,TRICLOCARBAN,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
100-00-5,P-NITROCHLOROBENZENE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
101-05-3,ANILAZINE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
100-16-3,"4-NITROPHENYLHYDRAZINE, [WETTED WITH NOT LESS THAN 30% WATER BY MASS]",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
100-57-2,PHENYLMERCURIC HYDROXIDE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
