query_id,query,cas_a,name_a,cas_b,name_b,wave_a,wave_b,cameo_groups_a,cameo_groups_b,gold_risk_pair,gold_section,query_style,contains_exact_name,contains_exact_cas,involves_review134,difficulty,note,verification_method,human_verified,provenance_tier
indepv2::924-42-5::10031-87-5,N-METHYLOLACRYLAMIDE랑 2-ETHYLBUTYL ACETATE 같이 보관해도 괜찮을까요?,924-42-5,N-METHYLOLACRYLAMIDE,10031-87-5,2-ETHYLBUTYL ACETATE,wave2,wave1,6;8;12;56;68,27,Caution,sec::10031-87-5::10;sec::10031-87-5::2;sec::924-42-5::10;sec::924-42-5::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::105-87-3::105-11-3,"CAS번호 105-87-3, 105-11-3 조합의 안전성을 검토해줘.",105-87-3,GERANYL ACETATE,105-11-3,P-QUINONE DIOXIME,wave1,wave1,27;34,8;14;34,Caution,sec::105-11-3::10;sec::105-11-3::2;sec::105-87-3::10;sec::105-87-3::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7664-41-7::591-08-2,AMMONIA와 1-ACETYL-2-THIOUREA를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,7664-41-7,AMMONIA,591-08-2,1-ACETYL-2-THIOUREA,reactive_basics,wave2,19;68,12;59;64,Caution,sec::591-08-2::10;sec::591-08-2::2;sec::7664-41-7::10;sec::7664-41-7::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::100-00-5::102-54-5,"CAS번호 100-00-5, 102-54-5 조합의 안전성을 검토해줘.",100-00-5,P-NITROCHLOROBENZENE,102-54-5,FERROCENE,wave1,wave1,16;46,35;49,Caution,sec::100-00-5::10;sec::100-00-5::2::p1;sec::100-00-5::2::p2;sec::102-54-5::10;sec::102-54-5::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7681-38-1::101-05-3,"SODIUM BISULFATE, SOLID와 ANILAZINE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?",7681-38-1,"SODIUM BISULFATE, SOLID",101-05-3,ANILAZINE,wave2,wave1,60;68,14;16,Caution,sec::101-05-3::10;sec::101-05-3::2;sec::7681-38-1::10;sec::7681-38-1::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::12136-45-7::102-54-5,"CAS번호 12136-45-7, 102-54-5 조합의 안전성을 검토해줘.",12136-45-7,POTASSIUM MONOXIDE,102-54-5,FERROCENE,wave1,wave1,18,35;49,Caution,sec::102-54-5::10;sec::102-54-5::2;sec::12136-45-7::10;sec::12136-45-7::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::10031-87-5::10048-95-0,2-ETHYLBUTYL ACETATE와 SODIUM ARSENATE HEPTAHYDRATE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,10031-87-5,2-ETHYLBUTYL ACETATE,10048-95-0,SODIUM ARSENATE HEPTAHYDRATE,wave1,wave1,27,51;61,Caution,sec::10031-87-5::10;sec::10031-87-5::2;sec::10048-95-0::10;sec::10048-95-0::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::101-80-4::7440-33-7,"CAS번호 101-80-4, 7440-33-7 조합의 안전성을 검토해줘.",101-80-4,"4,4&#39;-DIAMINODIPHENYL ETHER",7440-33-7,TUNGSTEN,wave1,wave2,13;28,42,Caution,sec::101-80-4::10;sec::101-80-4::2;sec::7440-33-7::10;sec::7440-33-7::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::105-48-6::112-02-7,ISOPROPYL CHLOROACETATE랑 HEXADECYLTRIMETHYLAMMONIUM CHLORIDE 같이 보관해도 괜찮을까요?,105-48-6,ISOPROPYL CHLOROACETATE,112-02-7,HEXADECYLTRIMETHYLAMMONIUM CHLORIDE,wave1,wave1,27;31,47;57,Caution,sec::105-48-6::10;sec::105-48-6::2;sec::112-02-7::10;sec::112-02-7::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::10102-49-5::119-53-9,CAS 10102-49-5와 CAS 119-53-9 두 물질의 반응 위험성을 알려줘.,10102-49-5,FERRIC ARSENATE,119-53-9,BENZOIN,wave1,wave1,51;61,8;35;38,Caution,sec::10102-49-5::10;sec::10102-49-5::2;sec::119-53-9::10;sec::119-53-9::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::109-53-5::10102-50-8,실험실에 VINYL ISOBUTYL ETHER와 FERROUS ARSENATE가 둘 다 있는데 옆에 놔둬도 되나요?,109-53-5,VINYL ISOBUTYL ETHER,10102-50-8,FERROUS ARSENATE,wave1,wave1,28;34;56,47,Caution,sec::10102-50-8::10;sec::10102-50-8::2;sec::109-53-5::10;sec::109-53-5::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::38465-60-0::104-46-1,CAS 38465-60-0와 CAS 104-46-1 두 물질의 반응 위험성을 알려줘.,38465-60-0,COPPER FLUOROBORATE,104-46-1,ANETHOLE,wave2,wave1,47;68,28;34,Compatible,sec::104-46-1::10;sec::104-46-1::2;sec::38465-60-0::10;sec::38465-60-0::2,cas_based,False,True,True,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::131-52-2::7704-34-9,"실험실에 SODIUM PENTACHLOROPHENATE와 SULFUR, MOLTEN가 둘 다 있는데 옆에 놔둬도 되나요?",131-52-2,SODIUM PENTACHLOROPHENATE,7704-34-9,"SULFUR, MOLTEN",wave1,wave2,16;54,58,Compatible,sec::131-52-2::10;sec::131-52-2::2;sec::7704-34-9::10;sec::7704-34-9::2,name_based,True,False,True,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::10031-13-7::7761-88-8,CAS 10031-13-7와 CAS 7761-88-8 두 물질의 반응 위험성을 알려줘.,10031-13-7,LEAD(II) ARSENITE,7761-88-8,SILVER NITRATE,wave1,wave1,61,43,Compatible,sec::10031-13-7::10;sec::10031-13-7::2;sec::7761-88-8::10;sec::7761-88-8::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::64-19-7::10101-63-0,ACETIC ACID와 LEAD IODIDE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,64-19-7,ACETIC ACID,10101-63-0,LEAD IODIDE,wave1,wave1,2;68,47,Compatible,sec::10101-63-0::10;sec::10101-63-0::2;sec::64-19-7::10;sec::64-19-7::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::103-09-3::7758-98-7,CAS 103-09-3와 CAS 7758-98-7 두 물질의 반응 위험성을 알려줘.,103-09-3,ETHYLHEXYL ACETATE,7758-98-7,CUPRIC SULFATE,wave1,wave1,27,60,Compatible,sec::103-09-3::10;sec::103-09-3::2;sec::7758-98-7::10;sec::7758-98-7::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::10102-50-8::65-30-5,"실험실에 FERROUS ARSENATE와 NICOTINE SULFATE, SOLID가 둘 다 있는데 옆에 놔둬도 되나요?",10102-50-8,FERROUS ARSENATE,65-30-5,"NICOTINE SULFATE, SOLID",wave1,wave2,47,60;68,Compatible,sec::10102-50-8::10;sec::10102-50-8::2;sec::65-30-5::10;sec::65-30-5::2,name_based,True,False,True,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::7647-10-1::112-95-8,"CAS번호 7647-10-1, 112-95-8 조합의 안전성을 검토해줘.",7647-10-1,PALLADIUM CHLORIDE,112-95-8,N-EICOSANE,wave2,wave1,42;51;60,33,Compatible,sec::112-95-8::10;sec::112-95-8::2;sec::7647-10-1::10;sec::7647-10-1::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::10112-91-1::3486-35-9,MERCUROUS CHLORIDE와 ZINC CARBONATE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,10112-91-1,MERCUROUS CHLORIDE,3486-35-9,ZINC CARBONATE,wave1,wave1,42;47,21,Compatible,sec::10112-91-1::10;sec::10112-91-1::2;sec::3486-35-9::10;sec::3486-35-9::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::103-50-4::7440-55-3,CAS 103-50-4와 CAS 7440-55-3 두 물질의 반응 위험성을 알려줘.,103-50-4,DIBENZYL ETHER,7440-55-3,GALLIUM,wave1,wave2,28,42,Compatible,sec::103-50-4::10;sec::103-50-4::2;sec::7440-55-3::10;sec::7440-55-3::2,cas_based,False,True,True,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::101-02-0::65-30-5,"TRIPHENYL PHOSPHITE랑 NICOTINE SULFATE, SOLID 같이 보관해도 괜찮을까요?",101-02-0,TRIPHENYL PHOSPHITE,65-30-5,"NICOTINE SULFATE, SOLID",wave1,wave2,59;66,60;68,Compatible,sec::101-02-0::10;sec::101-02-0::2;sec::65-30-5::10;sec::65-30-5::2,name_based,True,False,True,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::7772-98-7::100-51-6,"CAS번호 7772-98-7, 100-51-6 조합의 안전성을 검토해줘.",7772-98-7,SODIUM THIOSULFATE,100-51-6,BENZYL ALCOHOL,wave1,wave1,65,8,Compatible,sec::100-51-6::10;sec::100-51-6::2;sec::7772-98-7::10;sec::7772-98-7::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::3486-35-9::105-79-3,ZINC CARBONATE랑 ISOBUTYL CAPROATE 같이 보관해도 괜찮을까요?,3486-35-9,ZINC CARBONATE,105-79-3,ISOBUTYL CAPROATE,wave1,wave1,21,27,Compatible,sec::105-79-3::10;sec::105-79-3::2;sec::3486-35-9::10;sec::3486-35-9::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::16721-80-5::60-29-7,"CAS번호 16721-80-5, 60-29-7 조합의 안전성을 검토해줘.",16721-80-5,"SODIUM HYDROSULFIDE, SOLID, WITH LESS THAN 25% WATER OF CRYSTALLIZATION",60-29-7,ETHYL ETHER,wave2,wave1,19;63;68,28,Compatible,sec::16721-80-5::10;sec::16721-80-5::2;sec::60-29-7::10;sec::60-29-7::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::7220-79-3::106-51-4,METHYLENE BLUE TRIHYDRATE와 BENZOQUINONE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,7220-79-3,METHYLENE BLUE TRIHYDRATE,106-51-4,BENZOQUINONE,wave1,wave1,14;35;57;64,38,Compatible,sec::106-51-4::10;sec::106-51-4::2::p1;sec::106-51-4::2::p2;sec::7220-79-3::10;sec::7220-79-3::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::112-95-8::12136-45-7,"CAS번호 112-95-8, 12136-45-7 조합의 안전성을 검토해줘.",112-95-8,N-EICOSANE,12136-45-7,POTASSIUM MONOXIDE,wave1,wave1,33,18,Compatible,sec::112-95-8::10;sec::112-95-8::2;sec::12136-45-7::10;sec::12136-45-7::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::7681-49-4::1333-86-4,SODIUM FLUORIDE와 CARBON BLACK를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,7681-49-4,SODIUM FLUORIDE,1333-86-4,CARBON BLACK,wave2,wave1,61;68,33;59,Compatible,sec::1333-86-4::10;sec::1333-86-4::2;sec::7681-49-4::10;sec::7681-49-4::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::106-51-4::10031-13-7,"CAS번호 106-51-4, 10031-13-7 조합의 안전성을 검토해줘.",106-51-4,BENZOQUINONE,10031-13-7,LEAD(II) ARSENITE,wave1,wave1,38,61,Compatible,sec::10031-13-7::10;sec::10031-13-7::2;sec::106-51-4::10;sec::106-51-4::2::p1;sec::106-51-4::2::p2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::104-72-3::7664-41-7,N-DECYLBENZENE와 AMMONIA를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,104-72-3,N-DECYLBENZENE,7664-41-7,AMMONIA,wave1,reactive_basics,35,19;68,Compatible,sec::104-72-3::10;sec::104-72-3::2;sec::7664-41-7::10;sec::7664-41-7::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::13718-26-8::7772-98-7,"CAS번호 13718-26-8, 7772-98-7 조합의 안전성을 검토해줘.",13718-26-8,SODIUM VANADATE,7772-98-7,SODIUM THIOSULFATE,wave2,wave1,51;61,65,Compatible,sec::13718-26-8::10;sec::13718-26-8::2;sec::7772-98-7::10;sec::7772-98-7::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::1854-26-8::7440-28-0,DIMETHYLOLDIHYDROXYETHYLENEUREA랑 THALLIUM 같이 보관해도 괜찮을까요?,1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,7440-28-0,THALLIUM,wave2,wave2,8;12;68,42,Compatible,sec::1854-26-8::10;sec::1854-26-8::2;sec::7440-28-0::10;sec::7440-28-0::2::p1;sec::7440-28-0::2::p2,name_based,True,False,True,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::10124-48-8::1304-82-1,"CAS번호 10124-48-8, 1304-82-1 조합의 안전성을 검토해줘.",10124-48-8,MERCURY AMMONIUM CHLORIDE,1304-82-1,BISMUTH TELLURIDE,wave1,wave1,42;47,42,Compatible,sec::10124-48-8::10;sec::10124-48-8::2;sec::1304-82-1::10;sec::1304-82-1::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::540-72-7::13718-59-7,SODIUM THIOCYANATE와 BARIUM SELENITE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,540-72-7,SODIUM THIOCYANATE,13718-59-7,BARIUM SELENITE,wave2,wave1,58;61;68,65,Compatible,sec::13718-59-7::10;sec::13718-59-7::2;sec::540-72-7::10;sec::540-72-7::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::108-60-1::103-23-1,CAS 108-60-1와 CAS 103-23-1 두 물질의 반응 위험성을 알려줘.,108-60-1,BIS(2-CHLORO-1-METHYLETHYL)ETHER,103-23-1,BIS(2-ETHYLHEXYL) ADIPATE,wave1,wave1,28;31,27,Compatible,sec::103-23-1::10;sec::103-23-1::2;sec::108-60-1::10;sec::108-60-1::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::10196-04-0::10101-63-0,AMMONIUM SULFITE랑 LEAD IODIDE 같이 보관해도 괜찮을까요?,10196-04-0,AMMONIUM SULFITE,10101-63-0,LEAD IODIDE,wave1,wave1,60;65,47,Compatible,sec::10101-63-0::10;sec::10101-63-0::2;sec::10196-04-0::10;sec::10196-04-0::2,name_based,True,False,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
indepv2::104-46-1::10265-92-6,"CAS번호 104-46-1, 10265-92-6 조합의 안전성을 검토해줘.",104-46-1,ANETHOLE,10265-92-6,METHAMIDOPHOS,wave1,wave1,28;34,5;27,Compatible,sec::10265-92-6::10;sec::10265-92-6::2;sec::104-46-1::10;sec::104-46-1::2,cas_based,False,True,False,hard_negative,카테고리 균형표집(hard negative),rule_based_self_check,False,DIAGNOSTIC
